Strategy,Seed,Mission,ObstacleX,ObstacleStart,ObstacleDuration,Success,Replans,WaitSteps,PathLength,TotalCost
Memory-aware wait-or-reroute,2,0,30,20,27,True,1,0,95.042,100.042
Memory-aware wait-or-reroute,2,1,34,22,32,True,0,0,73.184,73.184
Memory-aware wait-or-reroute,2,2,30,19,29,True,1,0,93.042,98.042
Memory-aware wait-or-reroute,3,0,30,17,4,True,0,3,53.0,62.0
Memory-aware wait-or-reroute,3,1,30,19,19,True,1,0,93.042,98.042
Memory-aware wait-or-reroute,3,2,38,28,19,True,0,0,73.184,73.184
Memory-aware wait-or-reroute,4,0,26,16,9,True,1,0,87.042,92.042
Memory-aware wait-or-reroute,4,1,34,21,8,True,0,0,73.184,73.184
Memory-aware wait-or-reroute,4,2,38,27,34,True,1,0,109.042,114.042
Memory-aware wait-or-reroute,5,0,30,20,10,True,1,0,95.042,100.042
Memory-aware wait-or-reroute,5,1,30,20,19,True,0,0,73.184,73.184
Memory-aware wait-or-reroute,5,2,38,26,11,True,1,0,107.042,112.042
Memory-aware wait-or-reroute,6,0,34,24,5,True,0,5,53.0,68.0
Memory-aware wait-or-reroute,6,1,26,16,36,True,1,0,87.042,92.042
Memory-aware wait-or-reroute,6,2,34,22,6,True,0,0,73.184,73.184
Memory-aware wait-or-reroute,7,0,26,15,4,True,0,4,53.0,65.0
Memory-aware wait-or-reroute,7,1,26,16,36,True,1,0,87.042,92.042
Memory-aware wait-or-reroute,7,2,38,28,5,True,0,0,73.184,73.184
Memory-aware wait-or-reroute,8,0,30,18,17,True,1,0,91.042,96.042
Memory-aware wait-or-reroute,8,1,30,20,42,True,0,0,73.184,73.184
Memory-aware wait-or-reroute,8,2,26,13,35,True,1,0,83.042,88.042
Memory-aware wait-or-reroute,9,0,38,26,9,True,1,0,107.042,112.042
Memory-aware wait-or-reroute,9,1,26,15,28,True,0,0,73.184,73.184
Memory-aware wait-or-reroute,9,2,30,19,23,True,1,0,93.042,98.042
Memory-aware wait-or-reroute,10,0,26,15,43,True,1,0,85.042,90.042
Memory-aware wait-or-reroute,10,1,38,27,27,True,0,0,73.184,73.184
Memory-aware wait-or-reroute,10,2,34,24,23,True,1,0,103.042,108.042
Memory-aware wait-or-reroute,11,0,38,25,21,True,1,0,107.042,112.042
Memory-aware wait-or-reroute,11,1,30,20,9,True,0,0,73.184,73.184
Memory-aware wait-or-reroute,11,2,34,23,5,True,0,5,53.0,68.0
Memory-aware wait-or-reroute,12,0,34,22,30,True,1,0,99.042,104.042
Memory-aware wait-or-reroute,12,1,26,14,10,True,0,0,73.184,73.184
Memory-aware wait-or-reroute,12,2,30,20,8,True,1,0,95.042,100.042
Memory-aware wait-or-reroute,13,0,26,15,12,True,1,0,85.042,90.042
Memory-aware wait-or-reroute,13,1,38,26,19,True,0,0,73.184,73.184
Memory-aware wait-or-reroute,13,2,30,20,23,True,1,0,95.042,100.042
Memory-aware wait-or-reroute,14,0,30,19,13,True,1,0,93.042,98.042
Memory-aware wait-or-reroute,14,1,26,16,41,True,0,0,73.184,73.184
Memory-aware wait-or-reroute,14,2,34,21,12,True,1,0,99.042,104.042
Memory-aware wait-or-reroute,15,0,26,15,6,True,1,0,85.042,90.042
Memory-aware wait-or-reroute,15,1,38,25,43,True,0,0,73.184,73.184
Memory-aware wait-or-reroute,15,2,34,21,33,True,1,0,99.042,104.042
Memory-aware wait-or-reroute,16,0,26,15,21,True,1,0,85.042,90.042
Memory-aware wait-or-reroute,16,1,38,25,3,True,0,0,73.184,73.184
Memory-aware wait-or-reroute,16,2,30,20,33,True,1,0,95.042,100.042
Memory-aware wait-or-reroute,17,0,30,20,10,True,1,0,95.042,100.042
Memory-aware wait-or-reroute,17,1,30,20,31,True,0,0,73.184,73.184
Memory-aware wait-or-reroute,17,2,30,20,38,True,1,0,95.042,100.042
Memory-aware wait-or-reroute,18,0,30,18,26,True,1,0,91.042,96.042
Memory-aware wait-or-reroute,18,1,38,27,21,True,0,0,73.184,73.184
Memory-aware wait-or-reroute,18,2,26,16,35,True,1,0,87.042,92.042
Memory-aware wait-or-reroute,19,0,38,25,30,True,1,0,107.042,112.042
Memory-aware wait-or-reroute,19,1,30,18,20,True,0,0,73.184,73.184
Memory-aware wait-or-reroute,19,2,30,20,8,True,1,0,95.042,100.042
Memory-aware wait-or-reroute,20,0,38,27,37,True,1,0,109.042,114.042
Memory-aware wait-or-reroute,20,1,30,18,31,True,0,0,73.184,73.184
Memory-aware wait-or-reroute,20,2,30,17,19,True,1,0,91.042,96.042
Memory-aware wait-or-reroute,21,0,26,16,30,True,1,0,87.042,92.042
Memory-aware wait-or-reroute,21,1,30,19,34,True,0,0,73.184,73.184
Memory-aware wait-or-reroute,21,2,34,21,19,True,1,0,99.042,104.042
Memory-aware wait-or-reroute,22,0,30,17,35,True,1,0,91.042,96.042
Memory-aware wait-or-reroute,22,1,30,19,44,True,0,0,73.184,73.184
Memory-aware wait-or-reroute,22,2,26,13,34,True,1,0,83.042,88.042
Memory-aware wait-or-reroute,23,0,30,19,29,True,1,0,93.042,98.042
Memory-aware wait-or-reroute,23,1,34,22,26,True,0,0,73.184,73.184
Memory-aware wait-or-reroute,23,2,30,18,19,True,1,0,91.042,96.042
Memory-aware wait-or-reroute,24,0,34,22,34,True,1,0,99.042,104.042
Memory-aware wait-or-reroute,24,1,26,13,5,True,0,0,73.184,73.184
Memory-aware wait-or-reroute,24,2,38,27,37,True,1,0,109.042,114.042
Memory-aware wait-or-reroute,25,0,26,15,14,True,1,0,85.042,90.042
Memory-aware wait-or-reroute,25,1,38,26,28,True,0,0,73.184,73.184
Memory-aware wait-or-reroute,25,2,38,28,24,True,1,0,111.042,116.042
Memory-aware wait-or-reroute,26,0,34,24,21,True,1,0,103.042,108.042
Memory-aware wait-or-reroute,26,1,34,21,39,True,0,0,73.184,73.184
Memory-aware wait-or-reroute,26,2,30,20,38,True,1,0,95.042,100.042
Memory-aware wait-or-reroute,27,0,30,20,22,True,1,0,95.042,100.042
Memory-aware wait-or-reroute,27,1,26,15,12,True,0,0,73.184,73.184
Memory-aware wait-or-reroute,27,2,34,21,13,True,1,0,99.042,104.042
Memory-aware wait-or-reroute,28,0,30,20,2,True,0,2,53.0,59.0
Memory-aware wait-or-reroute,28,1,38,27,35,True,1,0,109.042,114.042
Memory-aware wait-or-reroute,28,2,38,28,25,True,0,0,73.184,73.184
Memory-aware wait-or-reroute,29,0,26,16,43,True,1,0,87.042,92.042
Memory-aware wait-or-reroute,29,1,38,25,31,True,0,0,73.184,73.184
Memory-aware wait-or-reroute,29,2,26,14,34,True,1,0,83.042,88.042
Memory-aware wait-or-reroute,30,0,30,17,27,True,1,0,91.042,96.042
Memory-aware wait-or-reroute,30,1,30,18,23,True,0,0,73.184,73.184
Memory-aware wait-or-reroute,30,2,38,26,36,True,1,0,107.042,112.042
Memory-aware wait-or-reroute,31,0,26,15,33,True,1,0,85.042,90.042
Memory-aware wait-or-reroute,31,1,34,24,16,True,0,0,73.184,73.184
Memory-aware wait-or-reroute,31,2,38,26,18,True,1,0,107.042,112.042
Memory-aware wait-or-reroute,32,0,38,27,26,True,1,0,109.042,114.042
Memory-aware wait-or-reroute,32,1,30,18,20,True,0,0,73.184,73.184
Memory-aware wait-or-reroute,32,2,34,22,9,True,1,0,99.042,104.042
Memory-aware wait-or-reroute,33,0,30,18,16,True,1,0,91.042,96.042
Memory-aware wait-or-reroute,33,1,38,27,39,True,0,0,73.184,73.184
Memory-aware wait-or-reroute,33,2,30,20,8,True,1,0,95.042,100.042
Memory-aware wait-or-reroute,34,0,38,25,17,True,1,0,107.042,112.042
Memory-aware wait-or-reroute,34,1,30,20,45,True,0,0,73.184,73.184
Memory-aware wait-or-reroute,34,2,30,19,13,True,1,0,93.042,98.042
Memory-aware wait-or-reroute,35,0,26,15,41,True,1,0,85.042,90.042
Memory-aware wait-or-reroute,35,1,38,25,8,True,0,0,73.184,73.184
Memory-aware wait-or-reroute,35,2,38,25,45,True,1,0,107.042,112.042
Memory-aware wait-or-reroute,36,0,38,25,22,True,1,0,107.042,112.042
Memory-aware wait-or-reroute,36,1,30,18,13,True,0,0,73.184,73.184
Memory-aware wait-or-reroute,36,2,38,28,8,True,1,0,111.042,116.042
Memory-aware wait-or-reroute,37,0,38,26,37,True,1,0,107.042,112.042
Memory-aware wait-or-reroute,37,1,38,28,2,True,0,0,73.184,73.184
Memory-aware wait-or-reroute,37,2,30,17,34,True,1,0,91.042,96.042
Memory-aware wait-or-reroute,38,0,34,21,32,True,1,0,99.042,104.042
Memory-aware wait-or-reroute,38,1,26,16,7,True,0,0,73.184,73.184
Memory-aware wait-or-reroute,38,2,34,22,38,True,1,0,99.042,104.042
Memory-aware wait-or-reroute,39,0,30,18,12,True,1,0,91.042,96.042
Memory-aware wait-or-reroute,39,1,30,20,23,True,0,0,73.184,73.184
Memory-aware wait-or-reroute,39,2,38,27,23,True,1,0,109.042,114.042
Memory-aware wait-or-reroute,40,0,38,25,33,True,1,0,107.042,112.042
Memory-aware wait-or-reroute,40,1,34,24,43,True,0,0,73.184,73.184
Memory-aware wait-or-reroute,40,2,30,17,19,True,1,0,91.042,96.042
Memory-aware wait-or-reroute,41,0,26,13,29,True,1,0,83.042,88.042
Memory-aware wait-or-reroute,41,1,34,23,37,True,0,0,73.184,73.184
Memory-aware wait-or-reroute,41,2,38,27,35,True,1,0,109.042,114.042
Memory-aware wait-or-reroute,42,0,26,13,37,True,1,0,83.042,88.042
Memory-aware wait-or-reroute,42,1,34,23,24,True,0,0,73.184,73.184
Memory-aware wait-or-reroute,42,2,38,27,33,True,1,0,109.042,114.042
Memory-aware wait-or-reroute,43,0,26,14,7,True,1,0,83.042,88.042
Memory-aware wait-or-reroute,43,1,26,13,12,True,0,0,73.184,73.184
Memory-aware wait-or-reroute,43,2,38,26,24,True,1,0,107.042,112.042
Memory-aware wait-or-reroute,44,0,30,17,11,True,1,0,91.042,96.042
Memory-aware wait-or-reroute,44,1,38,27,21,True,0,0,73.184,73.184
Memory-aware wait-or-reroute,44,2,34,21,16,True,1,0,99.042,104.042
Memory-aware wait-or-reroute,45,0,34,21,10,True,1,0,99.042,104.042
Memory-aware wait-or-reroute,45,1,30,18,43,True,0,0,73.184,73.184
Memory-aware wait-or-reroute,45,2,26,14,18,True,1,0,83.042,88.042
Memory-aware wait-or-reroute,46,0,26,13,30,True,1,0,83.042,88.042
Memory-aware wait-or-reroute,46,1,38,25,3,True,0,0,73.184,73.184
Memory-aware wait-or-reroute,46,2,38,25,43,True,1,0,107.042,112.042
Memory-aware wait-or-reroute,47,0,34,23,20,True,1,0,101.042,106.042
Memory-aware wait-or-reroute,47,1,34,23,40,True,0,0,73.184,73.184
Memory-aware wait-or-reroute,47,2,38,25,36,True,1,0,107.042,112.042
Memory-aware wait-or-reroute,48,0,38,26,15,True,1,0,107.042,112.042
Memory-aware wait-or-reroute,48,1,26,13,40,True,0,0,73.184,73.184
Memory-aware wait-or-reroute,48,2,34,23,5,True,0,5,53.0,68.0
Memory-aware wait-or-reroute,49,0,38,27,6,True,1,0,109.042,114.042
Memory-aware wait-or-reroute,49,1,26,13,18,True,0,0,73.184,73.184
Memory-aware wait-or-reroute,49,2,26,16,30,True,1,0,87.042,92.042
Memory-aware wait-or-reroute,50,0,26,14,36,True,1,0,83.042,88.042
Memory-aware wait-or-reroute,50,1,26,13,15,True,0,0,73.184,73.184
Memory-aware wait-or-reroute,50,2,26,13,6,True,0,5,53.0,68.0
Memory-aware wait-or-reroute,51,0,26,13,41,True,1,0,83.042,88.042
Memory-aware wait-or-reroute,51,1,26,15,17,True,0,0,73.184,73.184
Memory-aware wait-or-reroute,51,2,26,13,20,True,1,0,83.042,88.042
Memory-aware wait-or-reroute,52,0,26,15,6,True,1,0,85.042,90.042
Memory-aware wait-or-reroute,52,1,34,21,28,True,0,0,73.184,73.184
Memory-aware wait-or-reroute,52,2,38,25,28,True,1,0,107.042,112.042
Memory-aware wait-or-reroute,53,0,30,19,5,True,0,5,53.0,68.0
Memory-aware wait-or-reroute,53,1,34,23,32,True,1,0,101.042,106.042
Memory-aware wait-or-reroute,53,2,34,23,16,True,0,0,73.184,73.184
Memory-aware wait-or-reroute,54,0,30,19,34,True,1,0,93.042,98.042
Memory-aware wait-or-reroute,54,1,26,13,16,True,0,0,73.184,73.184
Memory-aware wait-or-reroute,54,2,26,14,37,True,1,0,83.042,88.042
Memory-aware wait-or-reroute,55,0,38,27,14,True,1,0,109.042,114.042
Memory-aware wait-or-reroute,55,1,26,16,15,True,0,0,73.184,73.184
Memory-aware wait-or-reroute,55,2,34,22,25,True,1,0,99.042,104.042
Memory-aware wait-or-reroute,56,0,38,27,6,True,1,0,109.042,114.042
Memory-aware wait-or-reroute,56,1,34,23,23,True,0,0,73.184,73.184
Memory-aware wait-or-reroute,56,2,26,15,24,True,1,0,85.042,90.042
Memory-aware wait-or-reroute,57,0,26,16,42,True,1,0,87.042,92.042
Memory-aware wait-or-reroute,57,1,34,21,35,True,0,0,73.184,73.184
Memory-aware wait-or-reroute,57,2,34,23,15,True,1,0,101.042,106.042
Memory-aware wait-or-reroute,58,0,38,25,24,True,1,0,107.042,112.042
Memory-aware wait-or-reroute,58,1,34,23,37,True,0,0,73.184,73.184
Memory-aware wait-or-reroute,58,2,34,21,42,True,1,0,99.042,104.042
Memory-aware wait-or-reroute,59,0,38,25,20,True,1,0,107.042,112.042
Memory-aware wait-or-reroute,59,1,26,15,43,True,0,0,73.184,73.184
Memory-aware wait-or-reroute,59,2,38,28,20,True,1,0,111.042,116.042
Memory-aware wait-or-reroute,60,0,30,19,7,True,1,0,93.042,98.042
Memory-aware wait-or-reroute,60,1,38,27,29,True,0,0,73.184,73.184
Memory-aware wait-or-reroute,60,2,30,18,15,True,1,0,91.042,96.042
Memory-aware wait-or-reroute,61,0,30,17,35,True,1,0,91.042,96.042
Memory-aware wait-or-reroute,61,1,34,24,13,True,0,0,73.184,73.184
Memory-aware wait-or-reroute,61,2,26,13,19,True,1,0,83.042,88.042
Memory-aware wait-or-reroute,62,0,38,26,32,True,1,0,107.042,112.042
Memory-aware wait-or-reroute,62,1,34,23,8,True,0,0,73.184,73.184
Memory-aware wait-or-reroute,62,2,38,26,30,True,1,0,107.042,112.042
Memory-aware wait-or-reroute,63,0,34,21,36,True,1,0,99.042,104.042
Memory-aware wait-or-reroute,63,1,30,18,6,True,0,0,73.184,73.184
Memory-aware wait-or-reroute,63,2,30,18,13,True,1,0,91.042,96.042
Memory-aware wait-or-reroute,64,0,34,21,2,True,0,1,53.0,56.0
Memory-aware wait-or-reroute,64,1,30,20,29,True,1,0,95.042,100.042
Memory-aware wait-or-reroute,64,2,34,24,9,True,0,0,73.184,73.184
Memory-aware wait-or-reroute,65,0,38,26,33,True,1,0,107.042,112.042
Memory-aware wait-or-reroute,65,1,38,25,34,True,0,0,73.184,73.184
Memory-aware wait-or-reroute,65,2,38,27,33,True,1,0,109.042,114.042
Memory-aware wait-or-reroute,66,0,34,23,35,True,1,0,101.042,106.042
Memory-aware wait-or-reroute,66,1,30,18,7,True,0,0,73.184,73.184
Memory-aware wait-or-reroute,66,2,30,17,19,True,1,0,91.042,96.042
Memory-aware wait-or-reroute,67,0,34,22,45,True,1,0,99.042,104.042
Memory-aware wait-or-reroute,67,1,38,26,12,True,0,0,73.184,73.184
Memory-aware wait-or-reroute,67,2,34,22,36,True,1,0,99.042,104.042
Memory-aware wait-or-reroute,68,0,34,22,19,True,1,0,99.042,104.042
Memory-aware wait-or-reroute,68,1,38,25,3,True,0,0,73.184,73.184
Memory-aware wait-or-reroute,68,2,38,27,2,True,0,2,53.0,59.0
Memory-aware wait-or-reroute,69,0,30,20,31,True,1,0,95.042,100.042
Memory-aware wait-or-reroute,69,1,38,25,41,True,0,0,73.184,73.184
Memory-aware wait-or-reroute,69,2,38,25,3,True,0,2,53.0,59.0
Memory-aware wait-or-reroute,70,0,38,25,35,True,1,0,107.042,112.042
Memory-aware wait-or-reroute,70,1,38,27,33,True,0,0,73.184,73.184
Memory-aware wait-or-reroute,70,2,38,25,11,True,1,0,107.042,112.042
Memory-aware wait-or-reroute,71,0,38,27,5,True,0,5,53.0,68.0
Memory-aware wait-or-reroute,71,1,30,17,37,True,1,0,91.042,96.042
Memory-aware wait-or-reroute,71,2,30,20,12,True,0,0,73.184,73.184
Memory-aware wait-or-reroute,72,0,34,24,44,True,1,0,103.042,108.042
Memory-aware wait-or-reroute,72,1,38,28,43,True,0,0,73.184,73.184
Memory-aware wait-or-reroute,72,2,26,16,23,True,1,0,87.042,92.042
Memory-aware wait-or-reroute,73,0,38,26,45,True,1,0,107.042,112.042
Memory-aware wait-or-reroute,73,1,38,25,32,True,0,0,73.184,73.184
Memory-aware wait-or-reroute,73,2,38,28,34,True,1,0,111.042,116.042
Memory-aware wait-or-reroute,74,0,26,15,37,True,1,0,85.042,90.042
Memory-aware wait-or-reroute,74,1,38,28,14,True,0,0,73.184,73.184
Memory-aware wait-or-reroute,74,2,26,13,22,True,1,0,83.042,88.042
Memory-aware wait-or-reroute,75,0,38,25,20,True,1,0,107.042,112.042
Memory-aware wait-or-reroute,75,1,38,27,38,True,0,0,73.184,73.184
Memory-aware wait-or-reroute,75,2,34,22,8,True,1,0,99.042,104.042
Memory-aware wait-or-reroute,76,0,26,13,43,True,1,0,83.042,88.042
Memory-aware wait-or-reroute,76,1,38,28,30,True,0,0,73.184,73.184
Memory-aware wait-or-reroute,76,2,38,27,12,True,1,0,109.042,114.042
Memory-aware wait-or-reroute,77,0,34,24,5,True,0,5,53.0,68.0
Memory-aware wait-or-reroute,77,1,26,16,3,True,0,3,53.0,62.0
Memory-aware wait-or-reroute,77,2,26,13,10,True,1,0,83.042,88.042
Memory-aware wait-or-reroute,78,0,34,21,14,True,1,0,99.042,104.042
Memory-aware wait-or-reroute,78,1,34,23,37,True,0,0,73.184,73.184
Memory-aware wait-or-reroute,78,2,30,17,8,True,1,0,91.042,96.042
Memory-aware wait-or-reroute,79,0,26,16,15,True,1,0,87.042,92.042
Memory-aware wait-or-reroute,79,1,34,24,15,True,0,0,73.184,73.184
Memory-aware wait-or-reroute,79,2,34,23,44,True,1,0,101.042,106.042
Memory-aware wait-or-reroute,80,0,34,22,4,True,0,4,53.0,65.0
Memory-aware wait-or-reroute,80,1,30,19,20,True,1,0,93.042,98.042
Memory-aware wait-or-reroute,80,2,30,20,42,True,0,0,73.184,73.184
Memory-aware wait-or-reroute,81,0,38,25,18,True,1,0,107.042,112.042
Memory-aware wait-or-reroute,81,1,26,13,25,True,0,0,73.184,73.184
Memory-aware wait-or-reroute,81,2,30,18,45,True,1,0,91.042,96.042
Memory-aware wait-or-reroute,82,0,38,27,40,True,1,0,109.042,114.042
Memory-aware wait-or-reroute,82,1,26,13,26,True,0,0,73.184,73.184
Memory-aware wait-or-reroute,82,2,34,24,33,True,1,0,103.042,108.042
Memory-aware wait-or-reroute,83,0,26,13,20,True,1,0,83.042,88.042
Memory-aware wait-or-reroute,83,1,30,20,40,True,0,0,73.184,73.184
Memory-aware wait-or-reroute,83,2,26,15,43,True,1,0,85.042,90.042
Memory-aware wait-or-reroute,84,0,34,24,34,True,1,0,103.042,108.042
Memory-aware wait-or-reroute,84,1,38,26,42,True,0,0,73.184,73.184
Memory-aware wait-or-reroute,84,2,34,23,33,True,1,0,101.042,106.042
Memory-aware wait-or-reroute,85,0,26,13,18,True,1,0,83.042,88.042
Memory-aware wait-or-reroute,85,1,38,25,32,True,0,0,73.184,73.184
Memory-aware wait-or-reroute,85,2,34,22,22,True,1,0,99.042,104.042
Memory-aware wait-or-reroute,86,0,34,21,41,True,1,0,99.042,104.042
Memory-aware wait-or-reroute,86,1,26,14,4,True,0,0,73.184,73.184
Memory-aware wait-or-reroute,86,2,26,14,11,True,1,0,83.042,88.042
Memory-aware wait-or-reroute,87,0,30,19,43,True,1,0,93.042,98.042
Memory-aware wait-or-reroute,87,1,38,28,43,True,0,0,73.184,73.184
Memory-aware wait-or-reroute,87,2,34,23,14,True,1,0,101.042,106.042
Memory-aware wait-or-reroute,88,0,38,26,42,True,1,0,107.042,112.042
Memory-aware wait-or-reroute,88,1,34,21,18,True,0,0,73.184,73.184
Memory-aware wait-or-reroute,88,2,34,24,32,True,1,0,103.042,108.042
Memory-aware wait-or-reroute,89,0,26,15,12,True,1,0,85.042,90.042
Memory-aware wait-or-reroute,89,1,26,14,23,True,0,0,73.184,73.184
Memory-aware wait-or-reroute,89,2,38,27,37,True,1,0,109.042,114.042
Memory-aware wait-or-reroute,90,0,26,15,29,True,1,0,85.042,90.042
Memory-aware wait-or-reroute,90,1,34,24,7,True,0,0,73.184,73.184
Memory-aware wait-or-reroute,90,2,30,20,9,True,1,0,95.042,100.042
Memory-aware wait-or-reroute,91,0,26,16,11,True,1,0,87.042,92.042
Memory-aware wait-or-reroute,91,1,34,21,41,True,0,0,73.184,73.184
Memory-aware wait-or-reroute,91,2,30,20,5,True,0,5,53.0,68.0
Memory-aware wait-or-reroute,92,0,34,23,17,True,1,0,101.042,106.042
Memory-aware wait-or-reroute,92,1,34,24,36,True,0,0,73.184,73.184
Memory-aware wait-or-reroute,92,2,38,25,25,True,1,0,107.042,112.042
Memory-aware wait-or-reroute,93,0,30,17,4,True,0,3,53.0,62.0
Memory-aware wait-or-reroute,93,1,38,27,13,True,1,0,109.042,114.042
Memory-aware wait-or-reroute,93,2,26,15,13,True,0,0,73.184,73.184
Memory-aware wait-or-reroute,94,0,30,18,31,True,1,0,91.042,96.042
Memory-aware wait-or-reroute,94,1,30,20,30,True,0,0,73.184,73.184
Memory-aware wait-or-reroute,94,2,38,28,5,True,0,5,53.0,68.0
Memory-aware wait-or-reroute,95,0,38,27,43,True,1,0,109.042,114.042
Memory-aware wait-or-reroute,95,1,34,23,29,True,0,0,73.184,73.184
Memory-aware wait-or-reroute,95,2,38,25,43,True,1,0,107.042,112.042
Memory-aware wait-or-reroute,96,0,38,27,11,True,1,0,109.042,114.042
Memory-aware wait-or-reroute,96,1,26,16,4,True,0,0,73.184,73.184
Memory-aware wait-or-reroute,96,2,30,20,27,True,1,0,95.042,100.042
Memory-aware wait-or-reroute,97,0,26,13,6,True,0,5,53.0,68.0
Memory-aware wait-or-reroute,97,1,26,13,38,True,1,0,83.042,88.042
Memory-aware wait-or-reroute,97,2,34,21,8,True,0,0,73.184,73.184
Memory-aware wait-or-reroute,98,0,38,26,4,True,0,4,53.0,65.0
Memory-aware wait-or-reroute,98,1,34,21,28,True,1,0,99.042,104.042
Memory-aware wait-or-reroute,98,2,38,25,4,True,0,0,73.184,73.184
Memory-aware wait-or-reroute,99,0,38,28,25,True,1,0,111.042,116.042
Memory-aware wait-or-reroute,99,1,34,22,34,True,0,0,73.184,73.184
Memory-aware wait-or-reroute,99,2,38,26,23,True,1,0,107.042,112.042
